com.liferay.counter.model.Counter,com.liferay.counter.kernel.model.Counter
com.liferay.portal.service.ThemeServiceWrapper,com.liferay.portal.kernel.service.ThemeServiceWrapper
com.liferay.portal.service.ResourceTypePermissionLocalService,com.liferay.portal.kernel.service.ResourceTypePermissionLocalService
com.liferay.portal.service.UserGroupLocalService,com.liferay.portal.kernel.service.UserGroupLocalService
com.liferay.portal.service.AccountServiceWrapper,com.liferay.portal.kernel.service.AccountServiceWrapper
com.liferay.portal.service.PortletPreferencesServiceWrapper,com.liferay.portal.kernel.service.PortletPreferencesServiceWrapper
com.liferay.portal.service.OrgLaborLocalServiceWrapper,com.liferay.portal.kernel.service.OrgLaborLocalServiceWrapper
com.liferay.portal.service.ContactService,com.liferay.portal.kernel.service.ContactService
com.liferay.portal.service.InvokableService,com.liferay.portal.kernel.service.InvokableService
com.liferay.portal.service.ThemeLocalService,com.liferay.portal.kernel.service.ThemeLocalService
com.liferay.portal.service.UserServiceWrapper,com.liferay.portal.kernel.service.UserServiceWrapper
com.liferay.portal.service.ImageLocalServiceUtil,com.liferay.portal.kernel.service.ImageLocalServiceUtil
com.liferay.portal.service.ServiceContextFactory,com.liferay.portal.kernel.service.ServiceContextFactory
com.liferay.portal.service.ClusterGroupLocalServiceUtil,com.liferay.portal.kernel.service.ClusterGroupLocalServiceUtil
com.liferay.portal.service.PluginSettingServiceUtil,com.liferay.portal.kernel.service.PluginSettingServiceUtil
com.liferay.portal.service.ThemeService,com.liferay.portal.kernel.service.ThemeService
com.liferay.portal.service.TicketLocalServiceUtil,com.liferay.portal.kernel.service.TicketLocalServiceUtil
com.liferay.portal.service.UserGroupRoleLocalServiceUtil,com.liferay.portal.kernel.service.UserGroupRoleLocalServiceUtil
com.liferay.portal.service.UserGroupRoleService,com.liferay.portal.kernel.service.UserGroupRoleService
com.liferay.portal.service.PortletPreferencesService,com.liferay.portal.kernel.service.PortletPreferencesService
com.liferay.portal.service.BaseLocalService,com.liferay.portal.kernel.service.BaseLocalService
com.liferay.portal.service.InvokableLocalService,com.liferay.portal.kernel.service.InvokableLocalService
com.liferay.portal.service.UserService,com.liferay.portal.kernel.service.UserService
com.liferay.portal.service.EmailAddressLocalServiceWrapper,com.liferay.portal.kernel.service.EmailAddressLocalServiceWrapper
com.liferay.portal.service.LayoutSetPrototypeLocalServiceWrapper,com.liferay.portal.kernel.service.LayoutSetPrototypeLocalServiceWrapper
com.liferay.portal.service.ImageLocalServiceWrapper,com.liferay.portal.kernel.service.ImageLocalServiceWrapper
com.liferay.portal.service.LayoutFriendlyURLLocalService,com.liferay.portal.kernel.service.LayoutFriendlyURLLocalService
com.liferay.portal.service.LayoutPrototypeServiceUtil,com.liferay.portal.kernel.service.LayoutPrototypeServiceUtil
com.liferay.portal.service.ServiceWrapper,com.liferay.portal.kernel.service.ServiceWrapper
com.liferay.portal.service.StagingLocalServiceWrapper,com.liferay.exportimport.kernel.service.StagingLocalServiceWrapper
com.liferay.portal.service.SystemEventLocalServiceUtil,com.liferay.portal.kernel.service.SystemEventLocalServiceUtil
com.liferay.portal.service.LayoutBranchLocalService,com.liferay.portal.kernel.service.LayoutBranchLocalService
com.liferay.portal.service.MembershipRequestServiceUtil,com.liferay.portal.kernel.service.MembershipRequestServiceUtil
com.liferay.portal.service.SubscriptionLocalServiceUtil,com.liferay.portal.kernel.service.SubscriptionLocalServiceUtil
com.liferay.portal.service.AccountService,com.liferay.portal.kernel.service.AccountService
com.liferay.portal.service.LayoutSetPrototypeServiceUtil,com.liferay.portal.kernel.service.LayoutSetPrototypeServiceUtil
com.liferay.portal.service.OrgLaborLocalService,com.liferay.portal.kernel.service.OrgLaborLocalService
com.liferay.portal.service.EmailAddressLocalService,com.liferay.portal.kernel.service.EmailAddressLocalService
com.liferay.portal.service.ResourcePermissionLocalServiceWrapper,com.liferay.portal.kernel.service.ResourcePermissionLocalServiceWrapper
com.liferay.portal.service.PasswordPolicyLocalServiceUtil,com.liferay.portal.kernel.service.PasswordPolicyLocalServiceUtil
com.liferay.portal.service.PhoneLocalService,com.liferay.portal.kernel.service.PhoneLocalService
com.liferay.portal.service.PortletItemLocalServiceWrapper,com.liferay.portal.kernel.service.PortletItemLocalServiceWrapper
com.liferay.portal.service.CompanyServiceWrapper,com.liferay.portal.kernel.service.CompanyServiceWrapper
com.liferay.portal.service.GroupLocalServiceUtil,com.liferay.portal.kernel.service.GroupLocalServiceUtil
com.liferay.portal.service.WebDAVPropsLocalServiceWrapper,com.liferay.portal.kernel.service.WebDAVPropsLocalServiceWrapper
com.liferay.portal.service.UserGroupLocalServiceUtil,com.liferay.portal.kernel.service.UserGroupLocalServiceUtil
com.liferay.portal.service.TicketLocalService,com.liferay.portal.kernel.service.TicketLocalService
com.liferay.portal.service.BrowserTrackerLocalService,com.liferay.portal.kernel.service.BrowserTrackerLocalService
com.liferay.portal.service.PortletLocalServiceUtil,com.liferay.portal.kernel.service.PortletLocalServiceUtil
com.liferay.portal.service.SubscriptionLocalService,com.liferay.portal.kernel.service.SubscriptionLocalService
com.liferay.portal.service.LayoutSetBranchLocalServiceUtil,com.liferay.portal.kernel.service.LayoutSetBranchLocalServiceUtil
com.liferay.portal.service.GroupService,com.liferay.portal.kernel.service.GroupService
com.liferay.portal.service.ThemeServiceUtil,com.liferay.portal.kernel.service.ThemeServiceUtil
com.liferay.portal.service.RoleService,com.liferay.portal.kernel.service.RoleService
com.liferay.portal.service.CompanyLocalService,com.liferay.portal.kernel.service.CompanyLocalService
com.liferay.portal.service.UserLocalService,com.liferay.portal.kernel.service.UserLocalService
com.liferay.portal.service.PortletPreferencesLocalServiceUtil,com.liferay.portal.kernel.service.PortletPreferencesLocalServiceUtil
com.liferay.portal.service.PortletServiceUtil,com.liferay.portal.kernel.service.PortletServiceUtil
com.liferay.portal.service.OrganizationLocalService,com.liferay.portal.kernel.service.OrganizationLocalService
com.liferay.portal.service.ResourceBlockPermissionLocalServiceUtil,com.liferay.portal.kernel.service.ResourceBlockPermissionLocalServiceUtil
com.liferay.portal.service.AddressService,com.liferay.portal.kernel.service.AddressService
com.liferay.portal.service.LayoutPrototypeLocalServiceUtil,com.liferay.portal.kernel.service.LayoutPrototypeLocalServiceUtil
com.liferay.portal.service.PortletPreferencesLocalServiceWrapper,com.liferay.portal.kernel.service.PortletPreferencesLocalServiceWrapper
com.liferay.portal.service.UserNotificationEventLocalServiceWrapper,com.liferay.portal.kernel.service.UserNotificationEventLocalServiceWrapper
com.liferay.portal.service.AddressLocalServiceWrapper,com.liferay.portal.kernel.service.AddressLocalServiceWrapper
com.liferay.portal.service.PortletItemLocalService,com.liferay.portal.kernel.service.PortletItemLocalService
com.liferay.portal.service.ListTypeServiceWrapper,com.liferay.portal.kernel.service.ListTypeServiceWrapper
com.liferay.portal.service.TeamService,com.liferay.portal.kernel.service.TeamService
com.liferay.portal.service.StagingServiceWrapper,com.liferay.exportimport.kernel.service.StagingServiceWrapper
com.liferay.portal.service.VirtualHostLocalService,com.liferay.portal.kernel.service.VirtualHostLocalService
com.liferay.portal.service.VirtualHostLocalServiceUtil,com.liferay.portal.kernel.service.VirtualHostLocalServiceUtil
com.liferay.portal.service.UserGroupGroupRoleLocalServiceUtil,com.liferay.portal.kernel.service.UserGroupGroupRoleLocalServiceUtil
com.liferay.portal.service.ReleaseLocalServiceWrapper,com.liferay.portal.kernel.service.ReleaseLocalServiceWrapper
com.liferay.portal.service.UserGroupLocalServiceWrapper,com.liferay.portal.kernel.service.UserGroupLocalServiceWrapper
com.liferay.portal.service.PortalServiceUtil,com.liferay.portal.kernel.service.PortalServiceUtil
com.liferay.portal.service.OrganizationService,com.liferay.portal.kernel.service.OrganizationService
com.liferay.portal.service.UserTrackerPathLocalServiceUtil,com.liferay.portal.kernel.service.UserTrackerPathLocalServiceUtil
com.liferay.portal.service.UserIdMapperLocalServiceWrapper,com.liferay.portal.kernel.service.UserIdMapperLocalServiceWrapper
com.liferay.portal.service.ResourceBlockPermissionLocalServiceWrapper,com.liferay.portal.kernel.service.ResourceBlockPermissionLocalServiceWrapper
com.liferay.portal.service.ResourcePermissionServiceUtil,com.liferay.portal.kernel.service.ResourcePermissionServiceUtil
com.liferay.portal.service.LayoutSetServiceUtil,com.liferay.portal.kernel.service.LayoutSetServiceUtil
com.liferay.portal.service.WorkflowDefinitionLinkLocalServiceWrapper,com.liferay.portal.kernel.service.WorkflowDefinitionLinkLocalServiceWrapper
com.liferay.portal.service.StagingService,com.liferay.exportimport.kernel.service.StagingService
com.liferay.portal.service.PasswordPolicyRelLocalServiceUtil,com.liferay.portal.kernel.service.PasswordPolicyRelLocalServiceUtil
com.liferay.portal.service.LayoutRevisionLocalService,com.liferay.portal.kernel.service.LayoutRevisionLocalService
com.liferay.portal.service.LayoutBranchServiceWrapper,com.liferay.portal.kernel.service.LayoutBranchServiceWrapper
com.liferay.portal.service.OrgLaborService,com.liferay.portal.kernel.service.OrgLaborService
com.liferay.portal.service.AddressServiceUtil,com.liferay.portal.kernel.service.AddressServiceUtil
com.liferay.portal.service.LayoutSetBranchService,com.liferay.portal.kernel.service.LayoutSetBranchService
com.liferay.portal.service.PortletPreferencesLocalService,com.liferay.portal.kernel.service.PortletPreferencesLocalService
com.liferay.portal.service.UserTrackerLocalServiceUtil,com.liferay.portal.kernel.service.UserTrackerLocalServiceUtil
com.liferay.portal.service.PhoneServiceWrapper,com.liferay.portal.kernel.service.PhoneServiceWrapper
com.liferay.portal.service.TicketLocalServiceWrapper,com.liferay.portal.kernel.service.TicketLocalServiceWrapper
com.liferay.portal.service.LayoutFriendlyURLLocalServiceUtil,com.liferay.portal.kernel.service.LayoutFriendlyURLLocalServiceUtil
com.liferay.portal.service.ServiceComponentLocalServiceUtil,com.liferay.portal.kernel.service.ServiceComponentLocalServiceUtil
com.liferay.portal.service.UserTrackerPathLocalService,com.liferay.portal.kernel.service.UserTrackerPathLocalService
com.liferay.portal.service.WorkflowInstanceLinkLocalServiceUtil,com.liferay.portal.kernel.service.WorkflowInstanceLinkLocalServiceUtil
com.liferay.portal.service.WorkflowDefinitionLinkLocalService,com.liferay.portal.kernel.service.WorkflowDefinitionLinkLocalService
com.liferay.portal.service.ResourceLocalServiceWrapper,com.liferay.portal.kernel.service.ResourceLocalServiceWrapper
com.liferay.portal.service.CompanyServiceUtil,com.liferay.portal.kernel.service.CompanyServiceUtil
com.liferay.portal.service.RoleLocalService,com.liferay.portal.kernel.service.RoleLocalService
com.liferay.portal.service.PasswordPolicyServiceWrapper,com.liferay.portal.kernel.service.PasswordPolicyServiceWrapper
com.liferay.portal.service.PluginSettingLocalService,com.liferay.portal.kernel.service.PluginSettingLocalService
com.liferay.portal.service.PermissionServiceUtil,com.liferay.portal.kernel.service.PermissionServiceUtil
com.liferay.portal.service.LayoutSetLocalServiceWrapper,com.liferay.portal.kernel.service.LayoutSetLocalServiceWrapper
com.liferay.portal.service.UserGroupRoleLocalService,com.liferay.portal.kernel.service.UserGroupRoleLocalService
com.liferay.portal.service.LayoutSetService,com.liferay.portal.kernel.service.LayoutSetService
com.liferay.portal.service.ResourceBlockLocalServiceWrapper,com.liferay.portal.kernel.service.ResourceBlockLocalServiceWrapper
com.liferay.portal.service.ContactLocalServiceWrapper,com.liferay.portal.kernel.service.ContactLocalServiceWrapper
com.liferay.portal.service.LayoutBranchService,com.liferay.portal.kernel.service.LayoutBranchService
com.liferay.portal.service.UserGroupGroupRoleServiceUtil,com.liferay.portal.kernel.service.UserGroupGroupRoleServiceUtil
com.liferay.portal.service.ImageLocalService,com.liferay.portal.kernel.service.ImageLocalService
com.liferay.portal.service.LayoutRevisionLocalServiceUtil,com.liferay.portal.kernel.service.LayoutRevisionLocalServiceUtil
com.liferay.portal.service.ReleaseLocalServiceUtil,com.liferay.portal.kernel.service.ReleaseLocalServiceUtil
com.liferay.portal.service.PersistedModelLocalServiceRegistry,com.liferay.portal.kernel.service.PersistedModelLocalServiceRegistry
com.liferay.portal.service.CountryService,com.liferay.portal.kernel.service.CountryService
com.liferay.portal.service.PasswordTrackerLocalServiceUtil,com.liferay.portal.kernel.service.PasswordTrackerLocalServiceUtil
com.liferay.portal.service.PortalLocalServiceUtil,com.liferay.portal.kernel.service.PortalLocalServiceUtil
com.liferay.portal.service.RepositoryServiceUtil,com.liferay.portal.kernel.service.RepositoryServiceUtil
com.liferay.portal.service.UserGroupGroupRoleService,com.liferay.portal.kernel.service.UserGroupGroupRoleService
com.liferay.portal.service.CountryServiceWrapper,com.liferay.portal.kernel.service.CountryServiceWrapper
com.liferay.portal.service.LayoutSetBranchLocalService,com.liferay.portal.kernel.service.LayoutSetBranchLocalService
com.liferay.portal.service.LayoutSetPrototypeLocalService,com.liferay.portal.kernel.service.LayoutSetPrototypeLocalService
com.liferay.portal.service.OrganizationLocalServiceUtil,com.liferay.portal.kernel.service.OrganizationLocalServiceUtil
com.liferay.portal.service.PhoneServiceUtil,com.liferay.portal.kernel.service.PhoneServiceUtil
com.liferay.portal.service.AddressLocalService,com.liferay.portal.kernel.service.AddressLocalService
com.liferay.portal.service.LayoutSetBranchLocalServiceWrapper,com.liferay.portal.kernel.service.LayoutSetBranchLocalServiceWrapper
com.liferay.portal.service.UserTrackerLocalServiceWrapper,com.liferay.portal.kernel.service.UserTrackerLocalServiceWrapper
com.liferay.portal.service.ServiceComponentLocalServiceWrapper,com.liferay.portal.kernel.service.ServiceComponentLocalServiceWrapper
com.liferay.portal.service.PortalLocalService,com.liferay.portal.kernel.service.PortalLocalService
com.liferay.portal.service.UserGroupGroupRoleServiceWrapper,com.liferay.portal.kernel.service.UserGroupGroupRoleServiceWrapper
com.liferay.portal.service.RegionService,com.liferay.portal.kernel.service.RegionService
com.liferay.portal.service.WebsiteLocalServiceWrapper,com.liferay.portal.kernel.service.WebsiteLocalServiceWrapper
com.liferay.portal.service.PortletLocalService,com.liferay.portal.kernel.service.PortletLocalService
com.liferay.portal.service.LayoutSetPrototypeLocalServiceUtil,com.liferay.portal.kernel.service.LayoutSetPrototypeLocalServiceUtil
com.liferay.portal.service.RepositoryEntryLocalServiceWrapper,com.liferay.portal.kernel.service.RepositoryEntryLocalServiceWrapper
com.liferay.portal.service.UserTrackerLocalService,com.liferay.portal.kernel.service.UserTrackerLocalService
com.liferay.portal.service.PluginSettingService,com.liferay.portal.kernel.service.PluginSettingService
com.liferay.portal.service.PersistedModelLocalService,com.liferay.portal.kernel.service.PersistedModelLocalService
com.liferay.portal.service.LayoutBranchServiceUtil,com.liferay.portal.kernel.service.LayoutBranchServiceUtil
com.liferay.portal.service.TeamLocalServiceWrapper,com.liferay.portal.kernel.service.TeamLocalServiceWrapper
com.liferay.portal.service.LayoutSetBranchServiceUtil,com.liferay.portal.kernel.service.LayoutSetBranchServiceUtil
com.liferay.portal.service.CompanyLocalServiceWrapper,com.liferay.portal.kernel.service.CompanyLocalServiceWrapper
com.liferay.portal.service.LayoutRevisionServiceWrapper,com.liferay.portal.kernel.service.LayoutRevisionServiceWrapper
com.liferay.portal.service.ClassNameLocalServiceUtil,com.liferay.portal.kernel.service.ClassNameLocalServiceUtil
com.liferay.portal.service.UserNotificationDeliveryLocalServiceWrapper,com.liferay.portal.kernel.service.UserNotificationDeliveryLocalServiceWrapper
com.liferay.portal.service.ResourceLocalServiceUtil,com.liferay.portal.kernel.service.ResourceLocalServiceUtil
com.liferay.portal.service.CountryServiceUtil,com.liferay.portal.kernel.service.CountryServiceUtil
com.liferay.portal.service.MembershipRequestLocalServiceUtil,com.liferay.portal.kernel.service.MembershipRequestLocalServiceUtil
com.liferay.portal.service.UserGroupGroupRoleLocalService,com.liferay.portal.kernel.service.UserGroupGroupRoleLocalService
com.liferay.portal.service.BaseService,com.liferay.portal.kernel.service.BaseService
com.liferay.portal.service.persistence.ResourceTypePermissionFinder,com.liferay.portal.kernel.service.persistence.ResourceTypePermissionFinder
com.liferay.portal.service.persistence.WebDAVPropsUtil,com.liferay.portal.kernel.service.persistence.WebDAVPropsUtil
com.liferay.portal.service.persistence.LayoutSetPrototypePersistence,com.liferay.portal.kernel.service.persistence.LayoutSetPrototypePersistence
com.liferay.portal.service.persistence.CountryPersistence,com.liferay.portal.kernel.service.persistence.CountryPersistence
com.liferay.portal.service.persistence.VirtualHostUtil,com.liferay.portal.kernel.service.persistence.VirtualHostUtil
com.liferay.portal.service.persistence.UserTrackerPathUtil,com.liferay.portal.kernel.service.persistence.UserTrackerPathUtil
com.liferay.portal.service.persistence.PortalPreferencesUtil,com.liferay.portal.kernel.service.persistence.PortalPreferencesUtil
com.liferay.portal.service.persistence.impl.TableMapperImpl,com.liferay.portal.kernel.service.persistence.impl.TableMapperImpl
com.liferay.portal.service.persistence.impl.TableMapperFactory,com.liferay.portal.kernel.service.persistence.impl.TableMapperFactory
com.liferay.portal.service.persistence.impl.BasePersistenceImpl,com.liferay.portal.kernel.service.persistence.impl.BasePersistenceImpl
com.liferay.portal.service.persistence.impl.ReverseTableMapper,com.liferay.portal.kernel.service.persistence.impl.ReverseTableMapper
com.liferay.portal.service.persistence.impl.TableMapper,com.liferay.portal.kernel.service.persistence.impl.TableMapper
com.liferay.portal.service.persistence.PortletPreferencesUtil,com.liferay.portal.kernel.service.persistence.PortletPreferencesUtil
com.liferay.portal.service.persistence.CompanyUtil,com.liferay.portal.kernel.service.persistence.CompanyUtil
com.liferay.portal.service.persistence.LayoutRevisionUtil,com.liferay.portal.kernel.service.persistence.LayoutRevisionUtil
com.liferay.portal.service.persistence.OrgLaborUtil,com.liferay.portal.kernel.service.persistence.OrgLaborUtil
com.liferay.portal.service.persistence.WebsiteUtil,com.liferay.portal.kernel.service.persistence.WebsiteUtil
com.liferay.portal.service.persistence.OrganizationFinderUtil,com.liferay.portal.kernel.service.persistence.OrganizationFinderUtil
com.liferay.portal.service.persistence.UserUtil,com.liferay.portal.kernel.service.persistence.UserUtil
com.liferay.portal.service.persistence.RepositoryEntryPersistence,com.liferay.portal.kernel.service.persistence.RepositoryEntryPersistence
com.liferay.portal.service.persistence.PasswordPolicyPersistence,com.liferay.portal.kernel.service.persistence.PasswordPolicyPersistence
com.liferay.portal.service.persistence.PasswordTrackerPersistence,com.liferay.portal.kernel.service.persistence.PasswordTrackerPersistence
com.liferay.portal.service.persistence.ClusterGroupPersistence,com.liferay.portal.kernel.service.persistence.ClusterGroupPersistence
com.liferay.portal.service.persistence.SubscriptionPersistence,com.liferay.portal.kernel.service.persistence.SubscriptionPersistence
com.liferay.portal.service.persistence.RegionUtil,com.liferay.portal.kernel.service.persistence.RegionUtil
com.liferay.portal.service.persistence.ResourceBlockUtil,com.liferay.portal.kernel.service.persistence.ResourceBlockUtil
com.liferay.portal.service.persistence.ContactPersistence,com.liferay.portal.kernel.service.persistence.ContactPersistence
com.liferay.portal.service.persistence.BrowserTrackerUtil,com.liferay.portal.kernel.service.persistence.BrowserTrackerUtil
com.liferay.portal.service.persistence.WorkflowInstanceLinkUtil,com.liferay.portal.kernel.service.persistence.WorkflowInstanceLinkUtil
com.liferay.portal.service.persistence.TicketUtil,com.liferay.portal.kernel.service.persistence.TicketUtil
com.liferay.portal.service.persistence.RegionPersistence,com.liferay.portal.kernel.service.persistence.RegionPersistence
com.liferay.portal.service.persistence.ResourceBlockPermissionUtil,com.liferay.portal.kernel.service.persistence.ResourceBlockPermissionUtil
com.liferay.portal.service.persistence.UserGroupRoleFinder,com.liferay.portal.kernel.service.persistence.UserGroupRoleFinder
com.liferay.portal.service.persistence.UserNotificationEventUtil,com.liferay.portal.kernel.service.persistence.UserNotificationEventUtil
com.liferay.portal.service.persistence.LayoutFinder,com.liferay.portal.kernel.service.persistence.LayoutFinder
com.liferay.portal.service.persistence.ResourceActionPersistence,com.liferay.portal.kernel.service.persistence.ResourceActionPersistence
com.liferay.portal.service.persistence.GroupPersistence,com.liferay.portal.kernel.service.persistence.GroupPersistence
com.liferay.portal.service.persistence.RoleUtil,com.liferay.portal.kernel.service.persistence.RoleUtil
com.liferay.portal.service.persistence.ListTypePersistence,com.liferay.portal.kernel.service.persistence.ListTypePersistence
com.liferay.portal.service.persistence.UserNotificationEventPersistence,com.liferay.portal.kernel.service.persistence.UserNotificationEventPersistence
com.liferay.portal.service.persistence.RepositoryEntryUtil,com.liferay.portal.kernel.service.persistence.RepositoryEntryUtil
com.liferay.portal.service.persistence.ResourceTypePermissionUtil,com.liferay.portal.kernel.service.persistence.ResourceTypePermissionUtil
com.liferay.portal.service.persistence.BrowserTrackerPersistence,com.liferay.portal.kernel.service.persistence.BrowserTrackerPersistence
com.liferay.portal.service.persistence.PhonePersistence,com.liferay.portal.kernel.service.persistence.PhonePersistence
com.liferay.portal.service.persistence.UserGroupRoleUtil,com.liferay.portal.kernel.service.persistence.UserGroupRoleUtil
com.liferay.portal.service.persistence.PasswordPolicyFinder,com.liferay.portal.kernel.service.persistence.PasswordPolicyFinder
com.liferay.portal.service.persistence.LayoutPrototypeUtil,com.liferay.portal.kernel.service.persistence.LayoutPrototypeUtil
com.liferay.portal.service.persistence.MembershipRequestUtil,com.liferay.portal.kernel.service.persistence.MembershipRequestUtil
com.liferay.portal.service.persistence.PasswordPolicyFinderUtil,com.liferay.portal.kernel.service.persistence.PasswordPolicyFinderUtil
com.liferay.portal.service.persistence.LayoutFinderUtil,com.liferay.portal.kernel.service.persistence.LayoutFinderUtil
com.liferay.portal.service.persistence.PortletItemUtil,com.liferay.portal.kernel.service.persistence.PortletItemUtil
com.liferay.portal.service.persistence.LayoutBranchPersistence,com.liferay.portal.kernel.service.persistence.LayoutBranchPersistence
com.liferay.portal.service.persistence.GroupUtil,com.liferay.portal.kernel.service.persistence.GroupUtil
com.liferay.portal.service.persistence.TeamFinderUtil,com.liferay.portal.kernel.service.persistence.TeamFinderUtil
com.liferay.portal.service.persistence.UserGroupRoleFinderUtil,com.liferay.portal.kernel.service.persistence.UserGroupRoleFinderUtil
com.liferay.portal.service.persistence.ResourceBlockFinderUtil,com.liferay.portal.kernel.service.persistence.ResourceBlockFinderUtil
com.liferay.portal.service.persistence.UserGroupFinderUtil,com.liferay.portal.kernel.service.persistence.UserGroupFinderUtil
com.liferay.portal.service.persistence.ResourceActionUtil,com.liferay.portal.kernel.service.persistence.ResourceActionUtil
com.liferay.portal.service.persistence.UserTrackerUtil,com.liferay.portal.kernel.service.persistence.UserTrackerUtil
com.liferay.portal.service.persistence.PasswordPolicyRelUtil,com.liferay.portal.kernel.service.persistence.PasswordPolicyRelUtil
com.liferay.portal.service.persistence.ClusterGroupUtil,com.liferay.portal.kernel.service.persistence.ClusterGroupUtil
com.liferay.portal.service.persistence.PluginSettingUtil,com.liferay.portal.kernel.service.persistence.PluginSettingUtil
com.liferay.portal.service.persistence.TeamPersistence,com.liferay.portal.kernel.service.persistence.TeamPersistence
com.liferay.portal.service.persistence.UserGroupPersistence,com.liferay.portal.kernel.service.persistence.UserGroupPersistence
com.liferay.portal.service.persistence.UserPersistence,com.liferay.portal.kernel.service.persistence.UserPersistence
com.liferay.portal.service.persistence.LayoutPrototypePersistence,com.liferay.portal.kernel.service.persistence.LayoutPrototypePersistence
com.liferay.portal.service.persistence.PasswordPolicyRelPersistence,com.liferay.portal.kernel.service.persistence.PasswordPolicyRelPersistence
com.liferay.portal.service.persistence.ReleasePersistence,com.liferay.portal.kernel.service.persistence.ReleasePersistence
com.liferay.portal.service.persistence.UserNotificationDeliveryPersistence,com.liferay.portal.kernel.service.persistence.UserNotificationDeliveryPersistence
com.liferay.portal.service.persistence.LayoutFriendlyURLPersistence,com.liferay.portal.kernel.service.persistence.LayoutFriendlyURLPersistence
com.liferay.portal.service.persistence.LayoutRevisionPersistence,com.liferay.portal.kernel.service.persistence.LayoutRevisionPersistence
com.liferay.portal.service.persistence.UserTrackerPersistence,com.liferay.portal.kernel.service.persistence.UserTrackerPersistence
com.liferay.portal.service.persistence.PortalPreferencesPersistence,com.liferay.portal.kernel.service.persistence.PortalPreferencesPersistence
com.liferay.portal.service.persistence.UserGroupRolePK,com.liferay.portal.kernel.service.persistence.UserGroupRolePK
com.liferay.portal.service.persistence.UserIdMapperPersistence,com.liferay.portal.kernel.service.persistence.UserIdMapperPersistence
com.liferay.portal.service.persistence.GroupFinderUtil,com.liferay.portal.kernel.service.persistence.GroupFinderUtil
com.liferay.portal.service.persistence.UserGroupFinder,com.liferay.portal.kernel.service.persistence.UserGroupFinder
com.liferay.portal.service.persistence.WebsitePersistence,com.liferay.portal.kernel.service.persistence.WebsitePersistence
com.liferay.portal.service.persistence.ReleaseUtil,com.liferay.portal.kernel.service.persistence.ReleaseUtil
com.liferay.portal.service.persistence.LayoutUtil,com.liferay.portal.kernel.service.persistence.LayoutUtil
com.liferay.portal.service.persistence.RoleFinderUtil,com.liferay.portal.kernel.service.persistence.RoleFinderUtil
com.liferay.portal.service.persistence.AddressUtil,com.liferay.portal.kernel.service.persistence.AddressUtil
com.liferay.portal.service.persistence.ResourceBlockPermissionPersistence,com.liferay.portal.kernel.service.persistence.ResourceBlockPermissionPersistence
com.liferay.portal.service.persistence.ServiceComponentUtil,com.liferay.portal.kernel.service.persistence.ServiceComponentUtil
com.liferay.portal.service.persistence.UserFinder,com.liferay.portal.kernel.service.persistence.UserFinder
com.liferay.portal.service.persistence.CompanyPersistence,com.liferay.portal.kernel.service.persistence.CompanyPersistence
com.liferay.portal.service.persistence.UserGroupRolePersistence,com.liferay.portal.kernel.service.persistence.UserGroupRolePersistence
com.liferay.portal.service.persistence.PhoneUtil,com.liferay.portal.kernel.service.persistence.PhoneUtil
com.liferay.portal.service.persistence.ServiceComponentPersistence,com.liferay.portal.kernel.service.persistence.ServiceComponentPersistence
com.liferay.portal.service.persistence.PasswordTrackerUtil,com.liferay.portal.kernel.service.persistence.PasswordTrackerUtil
com.liferay.portal.service.persistence.TicketPersistence,com.liferay.portal.kernel.service.persistence.TicketPersistence
com.liferay.portal.service.persistence.RepositoryPersistence,com.liferay.portal.kernel.service.persistence.RepositoryPersistence
com.liferay.portal.service.persistence.RolePersistence,com.liferay.portal.kernel.service.persistence.RolePersistence
com.liferay.portal.service.persistence.LayoutFriendlyURLUtil,com.liferay.portal.kernel.service.persistence.LayoutFriendlyURLUtil
com.liferay.portal.service.persistence.OrgGroupRoleUtil,com.liferay.portal.kernel.service.persistence.OrgGroupRoleUtil
com.liferay.portal.service.persistence.ContactUtil,com.liferay.portal.kernel.service.persistence.ContactUtil
com.liferay.portal.service.persistence.TeamUtil,com.liferay.portal.kernel.service.persistence.TeamUtil
com.liferay.portal.service.persistence.LayoutBranchUtil,com.liferay.portal.kernel.service.persistence.LayoutBranchUtil
com.liferay.portal.service.persistence.WebDAVPropsPersistence,com.liferay.portal.kernel.service.persistence.WebDAVPropsPersistence
com.liferay.portal.service.persistence.LayoutSetBranchPersistence,com.liferay.portal.kernel.service.persistence.LayoutSetBranchPersistence
com.liferay.portal.service.persistence.UserIdMapperUtil,com.liferay.portal.kernel.service.persistence.UserIdMapperUtil
com.liferay.portal.service.persistence.UserTrackerPathPersistence,com.liferay.portal.kernel.service.persistence.UserTrackerPathPersistence
com.liferay.portal.service.persistence.WorkflowDefinitionLinkPersistence,com.liferay.portal.kernel.service.persistence.WorkflowDefinitionLinkPersistence
com.liferay.portal.service.persistence.CountryUtil,com.liferay.portal.kernel.service.persistence.CountryUtil
com.liferay.portal.service.persistence.UserGroupUtil,com.liferay.portal.kernel.service.persistence.UserGroupUtil
com.liferay.portal.service.persistence.EmailAddressPersistence,com.liferay.portal.kernel.service.persistence.EmailAddressPersistence
com.liferay.portal.service.persistence.PortletItemPersistence,com.liferay.portal.kernel.service.persistence.PortletItemPersistence
com.liferay.portal.service.persistence.PortletUtil,com.liferay.portal.kernel.service.persistence.PortletUtil
